img_id,folder_name,category_id,category_abbre,category_full_name,yolo_labels,places365_label
018394.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,"dining table,apple",
018395.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,person,
018397.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,horse,
018398.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
018399.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
018400.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,,
018401.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,person,
018402.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,dog,
018403.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line,,
018406.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,,
018407.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,oven,
018408.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,"person,sports ball",
018409.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,bench,
018410.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,,
018412.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,donut,
018413.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,bear,
018415.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,dog,
018416.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,,
018417.jpg,PERSPECTIVE,21,S-Per,Perspective,train,
018419.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,clock,
018420.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line,,
018421.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,remote,
018422.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,dining table,
018423.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
018424.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,cake,
018425.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,toilet,
018426.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,surfboard,
018427.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,"person,handbag",
018428.jpg,DENSE,22,PL-Den,Random- Dense,,
018429.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,,
018430.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,"bottle,fire hydrant,clock",
018431.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,,
018432.jpg,PATTERN,23,PL-Pat,Pattern,,
018433.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,"stop sign,vase",
018434.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,,
018435.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
018436.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,"person,oven,sink",
018437.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,,
018438.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,,
018439.jpg,PERSPECTIVE,21,S-Per,Perspective,,
018440.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,bear,
018441.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,person,
018442.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,person,
018443.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,scissors,
018444.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,person,
018445.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,"person,potted plant",
018446.jpg,PATTERN,23,PL-Pat,Pattern,,
018447.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,bird,
018450.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,,
018451.jpg,PERSPECTIVE,21,S-Per,Perspective,,
018452.jpg,DIFFUSE,20,LS-Dif,Diffuse,,
018452.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,,
018452.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,,
018453.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,"orange,apple",
018455.jpg,PATTERN,23,PL-Pat,Pattern,,
018456.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,,
018457.jpg,PERSPECTIVE,21,S-Per,Perspective,,
018458.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,"cup,dining table,spoon",
018459.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,clock,
018460.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,"person,sports ball",
018461.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,,
018462.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,"dog,bear",
018463.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,bird,
018464.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,,
018465.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,,
018466.jpg,DENSE,22,PL-Den,Random- Dense,pizza,
018467.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,bird,
018468.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,"airplane,kite",
018469.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,person,
018471.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,bird,
018472.jpg,PATTERN,23,PL-Pat,Pattern,,
018473.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,,
018474.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,person,
018475.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,,
018476.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,person,
018477.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,scissors,
018478.jpg,SCATTER,24,P-Scat,Scatter,"donut,cake,cell phone",
018479.jpg,SCATTER,24,P-Scat,Scatter,orange,
018480.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,person,
018481.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,bench,
018482.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,bottle,
018483.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,vase,
018484.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,"bottle,vase,dining table",
018486.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,person,
018487.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,"pizza,dining table,cup,fork",
018488.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,person,
018489.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,bench,
018490.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,,
018491.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,traffic light,
018492.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,,
018493.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,,
018494.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,"frisbee,surfboard",
018496.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,,
018496.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,,
018496.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
018499.jpg,DIFFUSE,20,LS-Dif,Diffuse,"clock,sink",
018500.jpg,PERSPECTIVE,21,S-Per,Perspective,,
018501.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,,
018501.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,,
018502.jpg,PATTERN,23,PL-Pat,Pattern,,
018503.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,"bird,kite",
018504.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,"bird,person",
018505.jpg,PERSPECTIVE,21,S-Per,Perspective,,
018506.jpg,PERSPECTIVE,21,S-Per,Perspective,"train,person",
018507.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
018508.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,,
018509.jpg,PERSPECTIVE,21,S-Per,Perspective,chair,
018511.jpg,PERSPECTIVE,21,S-Per,Perspective,,
018513.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,bird,
018515.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,,
018516.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,clock,
018517.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,donut,
018518.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,train,
018519.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,dog,
018520.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line,person,
018521.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,vase,
018522.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,,
018524.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
018525.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,"orange,apple",
018526.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,"cake,dining table",
018527.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line,car,
018528.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,,
018529.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,"clock,frisbee",
018531.jpg,PERSPECTIVE,21,S-Per,Perspective,potted plant,
018532.jpg,DIFFUSE,20,LS-Dif,Diffuse,,
018533.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
018534.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,bird,
018535.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,frisbee,
018537.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,,
018539.jpg,PERSPECTIVE,21,S-Per,Perspective,,
018540.jpg,DIFFUSE,20,LS-Dif,Diffuse,broccoli,
018541.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,,
018542.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,person,
018543.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,,
018544.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line,bird,
018545.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,dining table,
018546.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,,
018547.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,,
018548.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,person,
018549.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,person,
018550.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,person,
018551.jpg,DIFFUSE,20,LS-Dif,Diffuse,banana,
018552.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,umbrella,
018553.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,,
018554.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,,
018556.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line,,
018558.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,"person,horse,dog,bird",
018559.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,bowl,
018560.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,,
018561.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,bottle,
018562.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,dog,
018563.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,"carrot,knife",
018564.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,,
018565.jpg,PERSPECTIVE,21,S-Per,Perspective,,
018566.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,,
018567.jpg,PATTERN,23,PL-Pat,Pattern,,
018568.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,person,
018569.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,person,
018570.jpg,PERSPECTIVE,21,S-Per,Perspective,,
018572.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,bird,
018573.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,toilet,
018575.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,umbrella,
018577.jpg,PERSPECTIVE,21,S-Per,Perspective,"bicycle,person",
018580.jpg,DIFFUSE,20,LS-Dif,Diffuse,potted plant,
018581.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,bird,
018582.jpg,DENSE,22,PL-Den,Random- Dense,pizza,
018585.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,,
018586.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
018587.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,chair,
018588.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,,
018589.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,airplane,
018590.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,tie,
018591.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,bird,
018592.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,"sports ball,kite,person",
018593.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,person,
018594.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line,,
018595.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,cup,
018597.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,,
018598.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line,person,
018599.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,,
018602.jpg,DIFFUSE,20,LS-Dif,Diffuse,,
018603.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
018605.jpg,DENSE,22,PL-Den,Random- Dense,,
018606.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,,
018608.jpg,PERSPECTIVE,21,S-Per,Perspective,,
018609.jpg,DENSE,22,PL-Den,Random- Dense,,
018610.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,clock,
018611.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,bird,
018613.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,"dining table,orange,banana",
018614.jpg,PATTERN,23,PL-Pat,Pattern,,
018615.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,,
018616.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
018618.jpg,SCATTER,24,P-Scat,Scatter,person,
018619.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,person,
018620.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,cow,
018621.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,,
018622.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,"orange,apple",
018624.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,bird,
018625.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,person,
018626.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,"person,car",
018627.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,clock,
018628.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,,
018629.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,umbrella,
018630.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,bird,
018631.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,airplane,
018632.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,"cake,dining table",
018633.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,sheep,
018634.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,person,
018635.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line,,
018636.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,,
018637.jpg,PATTERN,23,PL-Pat,Pattern,,
018638.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,book,
018639.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,"frisbee,fire hydrant",
018640.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,"donut,cake",
018641.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,bird,
018642.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,bird,
018643.jpg,DENSE,22,PL-Den,Random- Dense,,
018644.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,person,
018645.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,,
018647.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,wine glass,
018648.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,,
018649.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,,
018650.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,person,
018651.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,,
018652.jpg,PATTERN,23,PL-Pat,Pattern,,
018653.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,,
018654.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,,
018655.jpg,DIFFUSE,20,LS-Dif,Diffuse,clock,
018656.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,mouse,
018657.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line,"skateboard,person",
018658.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,bed,
018659.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,person,
018660.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,refrigerator,
018661.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,,
018662.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
018663.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,,
018664.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,apple,
018665.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,cell phone,
018666.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,bird,
018667.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,bird,
018668.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,,
018669.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,,
018670.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,kite,
018671.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,person,
018672.jpg,PATTERN,23,PL-Pat,Pattern,,
018674.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,apple,
018675.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,vase,
018676.jpg,PERSPECTIVE,21,S-Per,Perspective,,
018677.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,"bird,toothbrush",
018679.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,"person,dog",
018680.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,"bird,horse",
018681.jpg,DIFFUSE,20,LS-Dif,Diffuse,,
018682.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,,
018683.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,clock,
018684.jpg,PATTERN,23,PL-Pat,Pattern,,
018686.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,cell phone,
018687.jpg,SCATTER,24,P-Scat,Scatter,"horse,sheep,cow",
018688.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,"bear,bird",
018689.jpg,SCATTER,24,P-Scat,Scatter,kite,
018690.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,"apple,orange",
018691.jpg,PERSPECTIVE,21,S-Per,Perspective,,
018692.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line,bird,
018693.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,"vase,cup",
018694.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,person,
018695.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
018696.jpg,PERSPECTIVE,21,S-Per,Perspective,person,
018697.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
018698.jpg,DIFFUSE,20,LS-Dif,Diffuse,clock,
018699.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,"person,car",
018700.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,person,
018701.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,"person,car",
018702.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,,
018703.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,bird,
018704.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,elephant,
018705.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,airplane,
018706.jpg,PATTERN,23,PL-Pat,Pattern,chair,
018707.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,person,
018708.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,"person,tv,remote",
018710.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,"pizza,dining table,bird",
018711.jpg,SCATTER,24,P-Scat,Scatter,orange,
018712.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,"cake,dining table",
018714.jpg,DENSE,22,PL-Den,Random- Dense,,
018715.jpg,SCATTER,24,P-Scat,Scatter,,
018716.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,orange,
018719.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,person,
018720.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,,
018720.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,,
018720.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
018721.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,"person,tv",
018722.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,bird,
018723.jpg,PERSPECTIVE,21,S-Per,Perspective,,
018725.jpg,PATTERN,23,PL-Pat,Pattern,bird,
018727.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,,
018728.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,giraffe,
018729.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,,
018730.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,,
018731.jpg,DIFFUSE,20,LS-Dif,Diffuse,,
018733.jpg,PATTERN,23,PL-Pat,Pattern,,
018734.jpg,PERSPECTIVE,21,S-Per,Perspective,,
018735.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,"person,bench",
018736.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,"person,tennis racket",
018737.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,,
018738.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,chair,
018739.jpg,PATTERN,23,PL-Pat,Pattern,,
018740.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line,"tie,person",
018741.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,cell phone,
018742.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,,
018743.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,"dog,sheep",
018744.jpg,PATTERN,23,PL-Pat,Pattern,,
018746.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
018748.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,,
018749.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
018750.jpg,DIFFUSE,20,LS-Dif,Diffuse,clock,
018751.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,scissors,
018753.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
018754.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,dog,
018756.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,boat,
018757.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,kite,
018758.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,bird,
018759.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
018760.jpg,PERSPECTIVE,21,S-Per,Perspective,,
018761.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,"bird,giraffe",
018762.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line,,
018763.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,stop sign,
018764.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,"bird,airplane",
018765.jpg,SCATTER,24,P-Scat,Scatter,vase,
018768.jpg,PERSPECTIVE,21,S-Per,Perspective,,
018770.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,fire hydrant,
018771.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,"cake,cup,dining table",
018772.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,,
018773.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,bird,
018774.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,person,
018775.jpg,DENSE,22,PL-Den,Random- Dense,,
018776.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,person,
018777.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,clock,
018778.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,"bear,cat",
018779.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,"person,cell phone",
018780.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,airplane,
018782.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
018783.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,"bird,airplane",
018784.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,"apple,dining table",
018786.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,person,
018787.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,bird,
018788.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,vase,
018789.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,person,
018790.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,,
018791.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,,
018792.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,"apple,orange",
018793.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,,
018794.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
018795.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,bird,
018796.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,person,
